	fname	Emotion_pos_mean	Emotion_neg_mean	Emotion_pos_series	Emotion_neg_series	fname	Char_pos_mean	Char_neg_mean	Char_pos_series	Char_neg_series	fname	Body_pos_mean	Body_neg_mean	Body_pos_series	Body_neg_series	fname	Attraction_mean	Attraction_series	fname	ME_series	ME_long	fname	HE_series	fname	CO_series
k00300002980	k00300002980§emotions_dataset.tsv	0.006256015399422521	0.01010587102983638	[0.2, 0.0, 0.0, 0.4, 0.2, 0.2, 0.2, 0.0, 0.0, 0.0, 0.5, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25]	[0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.25, 0.25, 0.0, 1.0, 0.5, 1.25]	k00300002980§character_dataset.tsv	0.0014436958614051972	0.008180943214629451	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.2, 1.2, 0.4, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.75, 0.5, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300002980§body_dataset.tsv	0.009624639076034648	0.003368623676612127	[0.0, 0.6, 0.2, 0.2, 0.0, 1.0, 0.0, 0.2, 0.5, 0.0, 0.0, 0.25, 0.0, 1.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25]	[0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25]	k00300002980§attraction_dataset.tsv	0.016361886429258902	[0.0, 0.2, 0.0, 1.0, 0.2, 1.0, 0.0, 0.2, 0.5, 0.25, 1.25, 0.75, 0.25, 0.25, 0.0, 0.25, 0.0, 0.25, 0.0, 1.5]	k00300002980§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4	k00300002980§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002980§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
9783740904197	9783740904197§emotions_dataset.tsv	0.005019720329867336	0.01577626389386877	[0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.5]	[0.0, 2.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 1.6666666666666667, 1.3333333333333333, 1.0, 3.0, 0.0, 0.6666666666666666, 0.0, 0.0, 1.3333333333333333, 0.5, 0.0, 1.0]	9783740904197§character_dataset.tsv	0.0035855145213338113	0.008246683399067766	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 1.3333333333333333, 0.0, 0.0, 1.0]	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0]	9783740904197§body_dataset.tsv	0.00932233775546791	0.006812477590534241	[0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 1.0, 0.3333333333333333, 1.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0]	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 2.3333333333333335, 0.0, 0.0, 0.0]	9783740904197§attraction_dataset.tsv	0.012190749372534958	[0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 1.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 3.6666666666666665, 0.0, 0.0, 2.0]	9783740904197§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]	9	9783740904197§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	9783740904197§CO.tsv	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Küss mich, Sheriff!$Jacqueline Diamond, Darlene Gardner, Susan Peterson$Tiffany$Cora$[tiffany] Tiffany Lieben u Lachen 0010.txt	Küss mich, Sheriff!$Jacqueline Diamond, Darlene Gardner, Susan Peterson$Tiffany$Cora$[tiffany] Tiffany Lieben u Lachen 0010.txt§emotions_dataset.tsv	0.009794776119402986	0.009561567164179104	[0.5, 0.0, 0.25, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 0.0, 0.3333333333333333, 0.3333333333333333, 1.6666666666666667, 0.0, 1.3333333333333333, 2.6666666666666665, 0.0, 0.3333333333333333, 1.0, 1.3333333333333333]	[1.0, 0.5, 0.0, 1.75, 0.0, 1.5, 0.25, 0.25, 0.75, 0.0, 1.0, 0.0, 0.0, 0.3333333333333333, 1.0, 2.3333333333333335, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]	Küss mich, Sheriff!$Jacqueline Diamond, Darlene Gardner, Susan Peterson$Tiffany$Cora$[tiffany] Tiffany Lieben u Lachen 0010.txt§character_dataset.tsv	0.005830223880597015	0.004897388059701493	[0.0, 0.75, 0.25, 0.5, 0.0, 0.5, 0.25, 0.25, 0.75, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 1.0, 1.6666666666666667, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]	[0.25, 0.25, 0.25, 0.5, 0.0, 0.5, 0.5, 1.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 1.0, 0.6666666666666666, 0.0]	Küss mich, Sheriff!$Jacqueline Diamond, Darlene Gardner, Susan Peterson$Tiffany$Cora$[tiffany] Tiffany Lieben u Lachen 0010.txt§body_dataset.tsv	0.03754664179104478	0.005597014925373134	[1.75, 4.5, 3.25, 6.0, 0.75, 5.25, 2.75, 0.5, 3.75, 0.25, 1.0, 0.6666666666666666, 2.0, 0.0, 2.6666666666666665, 5.666666666666667, 0.0, 0.6666666666666666, 1.0, 1.6666666666666667]	[0.0, 0.75, 0.25, 0.25, 0.0, 0.25, 1.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 1.3333333333333333, 1.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]	Küss mich, Sheriff!$Jacqueline Diamond, Darlene Gardner, Susan Peterson$Tiffany$Cora$[tiffany] Tiffany Lieben u Lachen 0010.txt§attraction_dataset.tsv	0.06343283582089553	[3.5, 5.25, 4.5, 11.5, 1.25, 8.0, 1.25, 0.75, 10.75, 0.25, 0.6666666666666666, 0.0, 3.0, 0.3333333333333333, 6.666666666666667, 13.0, 0.0, 0.3333333333333333, 1.0, 3.0]	Küss mich, Sheriff!$Jacqueline Diamond, Darlene Gardner, Susan Peterson$Tiffany$Cora$[tiffany] Tiffany Lieben u Lachen 0010.txt§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6	Küss mich, Sheriff!$Jacqueline Diamond, Darlene Gardner, Susan Peterson$Tiffany$Cora$[tiffany] Tiffany Lieben u Lachen 0010.txt§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	Küss mich, Sheriff!$Jacqueline Diamond, Darlene Gardner, Susan Peterson$Tiffany$Cora$[tiffany] Tiffany Lieben u Lachen 0010.txt§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
k00300003418	k00300003418§emotions_dataset.tsv	0.012244897959183673	0.01802721088435374	[0.2, 0.2, 0.0, 0.6, 0.0, 0.8, 0.2, 0.2, 0.6, 0.0, 1.8, 0.0, 0.4, 0.2, 0.8, 0.8, 0.2, 0.0, 0.25, 0.0]	[1.6, 0.6, 0.2, 0.0, 0.6, 1.0, 0.2, 0.0, 1.6, 0.8, 0.4, 0.2, 0.8, 0.4, 1.4, 0.2, 0.0, 0.2, 0.25, 0.25]	k00300003418§character_dataset.tsv	0.003401360544217687	0.011224489795918367	[0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.25, 0.0]	[0.2, 0.0, 0.2, 1.0, 0.0, 0.8, 1.0, 0.0, 0.2, 2.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.0, 0.2, 0.25, 0.25]	k00300003418§body_dataset.tsv	0.011564625850340135	0.004081632653061225	[0.6, 0.2, 0.0, 0.4, 0.2, 0.8, 0.4, 0.0, 1.6, 0.0, 0.8, 0.4, 0.0, 0.0, 0.2, 0.4, 0.4, 0.2, 0.0, 0.25]	[0.0, 0.2, 0.0, 0.2, 0.2, 0.2, 0.0, 0.0, 0.4, 0.2, 0.0, 0.0, 0.0, 0.4, 0.2, 0.0, 0.0, 0.0, 0.5, 0.0]	k00300003418§attraction_dataset.tsv	0.019387755102040816	[0.2, 0.2, 0.4, 0.0, 0.2, 1.6, 0.6, 0.0, 1.2, 0.6, 2.0, 0.6, 0.4, 0.0, 0.2, 0.6, 0.8, 1.0, 0.25, 0.75]	k00300003418§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	10	k00300003418§HE.tsv	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	k00300003418§CO.tsv	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
9783740910501	9783740910501§emotions_dataset.tsv	0.009252405625462621	0.018874907475943746	[0.3333333333333333, 1.6666666666666667, 0.5, 0.5, 0.0, 0.5, 0.0, 1.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.5, 3.5]	[1.3333333333333333, 1.3333333333333333, 1.0, 0.0, 0.5, 2.5, 2.0, 0.0, 0.0, 1.5, 0.5, 0.0, 2.0, 0.0, 0.0, 1.5, 2.0, 5.0, 1.5, 1.5]	9783740910501§character_dataset.tsv	0.0014803849000740192	0.007401924500370096	[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5]	[0.3333333333333333, 1.0, 1.5, 0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0]	9783740910501§body_dataset.tsv	0.014433752775721688	0.0025906735751295338	[0.0, 1.3333333333333333, 1.5, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 2.0, 0.5, 2.0, 0.0, 0.0, 1.0, 0.5, 0.5, 2.0, 2.0]	[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]	9783740910501§attraction_dataset.tsv	0.02553663952627683	[1.3333333333333333, 1.0, 0.5, 1.0, 0.0, 0.0, 1.0, 2.5, 1.0, 5.5, 5.0, 1.0, 2.0, 0.5, 0.5, 1.5, 2.5, 2.5, 1.0, 3.0]	9783740910501§ME.tsv	[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]	2	9783740910501§HE.tsv	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	9783740910501§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
Abenteuer, wart auf mich!$Jacquie$Ärzte zum Verlieben$Cora$[tiffany] Tiffany Lieben u Lachen 0008.txt	Abenteuer, wart auf mich!$Jacquie$Ärzte zum Verlieben$Cora$[tiffany] Tiffany Lieben u Lachen 0008.txt§emotions_dataset.tsv	0.016721044045676998	0.017128874388254486	[1.0, 0.25, 0.25, 1.5, 0.75, 0.25, 0.0, 1.25, 0.25, 0.25, 1.75, 0.5, 0.5, 0.5, 2.75, 0.75, 1.5, 1.5, 3.5, 2.0]	[0.75, 0.75, 0.0, 1.75, 1.25, 0.0, 0.0, 1.0, 1.0, 0.5, 0.25, 1.0, 0.75, 1.75, 3.5, 0.5, 1.25, 3.0, 1.5, 0.6666666666666666]	Abenteuer, wart auf mich!$Jacquie$Ärzte zum Verlieben$Cora$[tiffany] Tiffany Lieben u Lachen 0008.txt§character_dataset.tsv	0.0116231647634584	0.007544861337683523	[1.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 2.25, 0.25, 0.0, 0.0, 1.0, 0.0, 2.75, 1.25, 1.0, 2.5, 1.5, 0.3333333333333333]	[1.25, 0.25, 0.0, 0.75, 0.75, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 1.75, 0.5, 0.5, 0.0, 0.5, 1.5, 0.0, 0.0]	Abenteuer, wart auf mich!$Jacquie$Ärzte zum Verlieben$Cora$[tiffany] Tiffany Lieben u Lachen 0008.txt§body_dataset.tsv	0.03242251223491028	0.0032626427406199023	[6.25, 2.5, 0.25, 2.25, 1.75, 0.0, 0.0, 2.5, 3.75, 0.5, 0.5, 0.0, 3.75, 0.75, 2.0, 2.0, 3.0, 6.5, 0.25, 1.6666666666666667]	[1.0, 0.5, 0.0, 0.25, 0.25, 0.0, 0.0, 0.5, 0.0, 0.25, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.3333333333333333]	Abenteuer, wart auf mich!$Jacquie$Ärzte zum Verlieben$Cora$[tiffany] Tiffany Lieben u Lachen 0008.txt§attraction_dataset.tsv	0.07932300163132137	[10.5, 3.0, 0.25, 5.25, 4.5, 0.0, 0.0, 2.5, 7.25, 1.75, 3.0, 1.75, 6.75, 2.5, 6.0, 6.5, 10.0, 17.25, 5.0, 4.666666666666667]	Abenteuer, wart auf mich!$Jacquie$Ärzte zum Verlieben$Cora$[tiffany] Tiffany Lieben u Lachen 0008.txt§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	8	Abenteuer, wart auf mich!$Jacquie$Ärzte zum Verlieben$Cora$[tiffany] Tiffany Lieben u Lachen 0008.txt§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	Abenteuer, wart auf mich!$Jacquie$Ärzte zum Verlieben$Cora$[tiffany] Tiffany Lieben u Lachen 0008.txt§CO.tsv	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002182	k00300002182§emotions_dataset.tsv	0.015019210618232623	0.012574222843171499	[0.25, 0.0, 0.0, 0.0, 1.25, 0.0, 0.25, 1.25, 0.25, 1.75, 0.5, 0.25, 1.0, 0.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.6666666666666666]	[0.25, 0.0, 0.0, 0.5, 1.75, 0.5, 0.75, 0.5, 0.0, 1.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 1.6666666666666667, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]	k00300002182§character_dataset.tsv	0.006636395389451624	0.004889975550122249	[0.0, 0.0, 0.25, 0.0, 0.5, 0.25, 0.0, 0.75, 0.0, 0.75, 0.25, 0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333]	[0.25, 0.5, 0.0, 0.25, 0.75, 0.75, 0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]	k00300002182§body_dataset.tsv	0.015368494586098498	0.00209570380719525	[1.0, 0.0, 0.5, 0.0, 1.0, 0.5, 0.0, 1.0, 0.25, 1.75, 0.5, 0.25, 0.3333333333333333, 0.0, 3.3333333333333335, 0.0, 0.0, 1.6666666666666667, 0.0, 0.3333333333333333]	[0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]	k00300002182§attraction_dataset.tsv	0.029689137268599373	[1.5, 0.25, 0.0, 0.5, 3.0, 0.5, 0.75, 1.0, 0.0, 3.75, 0.5, 0.0, 0.3333333333333333, 1.0, 6.666666666666667, 0.3333333333333333, 0.3333333333333333, 3.6666666666666665, 0.0, 0.3333333333333333]	k00300002182§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	6	k00300002182§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002182§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002065	k00300002065§emotions_dataset.tsv	0.026523297491039426	0.02724014336917563	[0.2857142857142857, 1.1428571428571428, 0.2857142857142857, 0.0, 0.2857142857142857, 2.4285714285714284, 1.0, 0.0, 0.0, 0.5714285714285714, 0.14285714285714285, 0.42857142857142855, 0.8571428571428571, 0.7142857142857143, 0.0, 1.0, 0.0, 0.5714285714285714, 0.8571428571428571, 0.0]	[0.0, 0.7142857142857143, 0.0, 0.14285714285714285, 0.14285714285714285, 1.2857142857142858, 0.2857142857142857, 0.0, 0.0, 0.5714285714285714, 0.7142857142857143, 1.8571428571428572, 1.7142857142857142, 0.42857142857142855, 1.1428571428571428, 1.1428571428571428, 0.2857142857142857, 0.42857142857142855, 0.0, 0.0]	k00300002065§character_dataset.tsv	0.005734767025089606	0.01756272401433692	[0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.0, 0.2857142857142857, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.0]	[0.0, 0.5714285714285714, 0.0, 0.2857142857142857, 0.14285714285714285, 1.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 1.0, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0]	k00300002065§body_dataset.tsv	0.027598566308243727	0.006810035842293907	[0.5714285714285714, 1.2857142857142858, 1.7142857142857142, 0.14285714285714285, 1.4285714285714286, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.0, 1.0, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.8571428571428571, 0.0]	[0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0]	k00300002065§attraction_dataset.tsv	0.045878136200716846	[0.7142857142857143, 1.5714285714285714, 1.0, 0.0, 2.0, 4.285714285714286, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 1.4285714285714286, 0.8571428571428571, 0.8571428571428571, 0.14285714285714285, 0.42857142857142855, 1.0, 1.0, 0.5714285714285714, 0.5714285714285714, 1.2857142857142858, 0.0]	k00300002065§ME.tsv	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4	k00300002065§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	k00300002065§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
k00300002546	k00300002546§emotions_dataset.tsv	0.013140604467805518	0.012352168199737189	[0.5, 0.75, 0.0, 1.75, 0.25, 0.0, 0.0, 1.0, 0.6666666666666666, 1.0, 1.3333333333333333, 1.0, 1.0, 1.0, 0.3333333333333333, 0.6666666666666666, 1.6666666666666667, 0.0, 2.3333333333333335, 0.3333333333333333]	[0.75, 3.0, 0.5, 2.25, 0.5, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333, 1.0, 0.6666666666666666, 0.3333333333333333, 1.6666666666666667, 0.0, 0.0, 0.6666666666666666, 0.0]	k00300002546§character_dataset.tsv	0.008409986859395532	0.007621550591327201	[0.0, 1.0, 0.0, 1.75, 0.5, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333]	[0.0, 2.0, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 1.3333333333333333, 1.0, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]	k00300002546§body_dataset.tsv	0.0328515111695138	0.003416557161629435	[0.25, 6.25, 0.25, 5.5, 0.75, 0.3333333333333333, 0.0, 2.0, 0.6666666666666666, 2.0, 6.333333333333333, 0.3333333333333333, 4.0, 4.0, 1.6666666666666667, 0.6666666666666666, 1.6666666666666667, 0.0, 0.6666666666666666, 0.0]	[0.25, 1.0, 0.25, 0.5, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300002546§attraction_dataset.tsv	0.05965834428383705	[0.25, 6.5, 0.75, 12.75, 1.5, 1.0, 0.0, 1.6666666666666667, 1.0, 4.0, 14.666666666666666, 2.6666666666666665, 5.333333333333333, 8.333333333333334, 1.3333333333333333, 1.6666666666666667, 2.6666666666666665, 0.6666666666666666, 1.3333333333333333, 0.3333333333333333]	k00300002546§ME.tsv	[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1]	2	k00300002546§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300002546§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300001163	k00300001163§emotions_dataset.tsv	0.02896659707724426	0.016701461377870562	[2.8333333333333335, 0.0, 0.8333333333333334, 1.1666666666666667, 2.1666666666666665, 2.8333333333333335, 0.8333333333333334, 0.16666666666666666, 1.0, 1.0, 0.5, 0.5, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 1.3333333333333333, 0.6, 0.0, 2.4, 0.2]	[1.8333333333333333, 0.3333333333333333, 2.0, 0.16666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5, 0.16666666666666666, 1.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 1.0, 0.3333333333333333, 0.0, 0.2, 1.8, 0.0]	k00300001163§character_dataset.tsv	0.012526096033402923	0.006524008350730689	[1.8333333333333333, 0.16666666666666666, 0.8333333333333334, 0.0, 0.5, 1.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0, 0.4, 0.0]	[0.8333333333333334, 0.6666666666666666, 0.8333333333333334, 0.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0]	k00300001163§body_dataset.tsv	0.05454070981210856	0.005480167014613779	[7.5, 2.8333333333333335, 2.0, 0.8333333333333334, 4.5, 6.0, 0.8333333333333334, 1.0, 2.8333333333333335, 0.8333333333333334, 1.1666666666666667, 0.0, 0.0, 0.5, 0.6666666666666666, 1.0, 0.8, 0.0, 1.4, 0.6]	[0.5, 0.0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5, 0.0, 0.5, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.2, 0.0, 0.2, 0.0]	k00300001163§attraction_dataset.tsv	0.1080375782881002	[9.5, 5.333333333333333, 6.5, 2.1666666666666665, 10.0, 11.333333333333334, 2.6666666666666665, 1.8333333333333333, 5.166666666666667, 2.1666666666666665, 3.0, 0.3333333333333333, 0.16666666666666666, 0.6666666666666666, 1.5, 2.6666666666666665, 0.8, 0.0, 2.4, 1.6]	k00300001163§ME.tsv	[1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	2	k00300001163§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300001163§CO.tsv	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
